a			149091.99999952572
riešenia			101134.00000004083
integrácie			79470.00000002718
okrem			63601.00000001744
funkčného			59766.00000000804
celku			59761.00000000808
na			47005.99999999621
estovanie			39763.99999999216
pre			37381.99999998972
nalýza			36972.000000029446
mplementácia			35784.000000007865
dizajn			29495.000000026375
služieb			27654.0000000126
funkcionality			25106.000000005577
integrácia			24556.00000000566
statné			24364.99999999922
komponenty			23884.999999999236
podporné			23873.999999999374
videncia			18486.999999999556
analytik			18417.000000009026
iný			18178.000000005442
návrh			16831.000000015265
asadenie			16249.999999992328
v			16104.00000000392
špecifikácia			16101.000000013702
funkčná			15802.000000013659
etailná			15791.000000013652
pecialista			15685.999999997659
programátor			15520.99999999989
vývojár			15456.999999999894
špecialista			15152.999999997
x			14946.000000001344
odpora			14190.000000001537
okumentácia			13870.99999999837
s			13126.00000000154
obvinených			12852.999999999272
odsúdených			12852.999999999272
verzia			12733.999999998463
tester			12617.999999998632
integračných			12594.999999997952
do			12366.999999999376
manažér			12192.99999999847
rojektový			11975.999999998434
projektu			11937.999999998783
ntegrácia			11484.99999999631
ks			11223.999999995842
práva			9706.000000000322
poskytovaných			9540.99999999809
podpora			8746.999999999758
údajov			8497.000000001766
ámcový			8366.00000000713
odul			8289.999999998823
konzultant			8235.000000000484
procesnej			7893.0000000010805
pecifikácia			7775.0000000000455
č			7221.99999999997
min			7170.999999999119
databázy			6495.000000000003
infraštrutúry			6334.000000002256
výdavky			5748.000000009064
mesiacov			5339.999999999893
produkcie			5205.000000002354
infraštruktúry			5136.999999999925
stavu			5124.999999999965
zdové			5072.000000007906
o			5024.000000000248
systémy			4961.000000000724
pracovník			4852.000000002804
kolenie			4579.000000000719
podpory			4483.000000000047
personálu			4479.000000000708
obsluhu			4461.000000000708
koliteľ			4455.000000000739
architekt			4414.000000000313
budúceho			4370.999999999966
ývoj			4169.000000000167
od			4160.999999999975
anažment			4089.9999999999745
k			3968.9999999999213
výskumný			3869.9999999980832
			3850.99999999976
hrubý			3814.999999999931
komponentov			3629.999999999955
obdobie			3623.99999999994
zariadenia			3572.999999999932
integráciu			3463.9999999999573
osobohodina			3453.0000000002456
z			3352.9999999999645
dát			3274.999999999954
súbor			3228.9999999991587
so			3213.999999999984
edecko			2823.999999998809
prostredia			2790.999999999865
akceptácia			2742.9999999998936
reskúšanie			2738.9999999998936
ktivita			2633.9999999999213
sériovým			2491.99999999998
číslom			2487.9999999999786
typu			2421.9999999999754
e			2405.0000000000014
ata			2387.999999999975
ožiadavka			2378.9999999999436
ukončená			2376.0000000000036
produkt			2373.9999999999895
testov			2359.9999999998677
u			2355.9999999999586
alebo			2355.999999999894
lán			2310.999999999873
c			2300.9999999999077
m			2213.999999998893
výkon			2191.999999999928
procesov			2155.9999999999654
redošlá			2118.9999999999995
bezpečnosť			2118.9999999999736
i			2093.0000000000223
ukončenia			2090.9999999999973
prevádzky			2086.000000000319
port			2062.000000000038
kariet			2054.999999999988
dokumentov			2031.999999999989
obsahu			2028.9999999999907
ýkon			2017.9999999999936
b			2011.999999999976
bola			2005.999999999971
za			2003.999999999924
vyhľadávanie			1999.999999999986
bez			1995.9999999999673
používateľov			1975.9999999999782
reporting			1966.9999999999845
karty			1963.9999999999854
modelu			1920.99999999999
ďalších			1913.999999999986
arehouse			1911.999999999989
ntranet			1908.999999999989
zmlúv			1907.9999999999864
iosky			1904.999999999989
émantické			1904.999999999989
udalostí			1875.99999999999
potrieb			1875.9999999999848
formulárov			1859.999999999988
väzby			1848.000000000019
priebehu			1846.9999999999936
žiadostí			1845.999999999995
rozhodnutí			1842.999999999996
zlyhania			1842.9999999999936
evidencia			1841.9999999999854
identifikačných			1841.9999999999854
trestu			1841.0000000000227
sociálneho			1838.9999999999873
inančná			1836.9999999999854
pohľadávok			1835.9999999999854
zamestnávania			1835.9999999999854
sťažností			1833.9999999999927
mimoriadnych			1833.999999999991
eskort			1833.999999999991
ispečing			1833.999999999991
rognóza			1832.9999999999936
recidívy			1832.9999999999936
pri			1793.999999999957
je			1744.0000000000007
režime			1713.0000000000557
služby			1709.0000000000366
sobohodina			1702.0000000000884
site			1698.0000000000084
typom			1697.9999999999982
práce			1674.000000000022
softvér			1652.000000000021
ázov			1627.000000000023
technikom			1553.0000000000089
certifikovaným			1542.0000000000093
systému			1490.0000000000427
očet			1460.9999999999907
technik			1406.000000000006
rámci			1394.0000000000216
module			1373.9999999999734
ervisný			1363.9999999999977
hod			1351.9999999999927
ľúčový			1335.000000000065
vrátane			1314.0000000000819
aj			1260.9999999999948
ozsah			1257.9999999999968
zariadenie			1256.0000000000866
zariadení			1254.9999999999777
výrobcu			1222.000000000009
ávrh			1218.999999999986
mm			1189.0000000000862
l			1136.9999999999982
možnosť			1117.0000000000348
polu			1102.999999999972
bps			1074.9999999999839
isco			1032.0000000000418
ednotková			1027.0000000000834
počet			1013.9999999999951
minimálne			984.0000000000069
počas			980.9999999999795
podľa			972.0000000000177
upport			960.0000000000099
vedecko			933.9999999999216
inimálne			931.999999999975
on			928.9999999999936
erver			925.9999999999965
n			910.0000000000197
celého			905.0000000000953
parametre			902.0000000000099
pgrade			891.0000000000274
p			878.9999999999959
yp			877.0000000000767
položka			877.0000000000056
for			876.0000000000127
ostrej			866.0000000000972
nasadenie			862.0000000000312
servera			842.9999999999741
požiadaviek			837.0000000000426
ena			825.9999999999937
vorba			819.0000000000852
systém			816.0000000000028
oprava			811.9999999999961
redchádzajúca			796.0000000000049
verzie			795.9999999999926
jednotiek			794.9999999999789
jednotka			793.0000000000566
